Card Name,Set Name,Set Code,Card Number,Rarity,Supertype,PriceCharting URL,PriceCharting Search URL,TCGPlayer URL,Card Image URL,Price Source URL (fill me in)
Staryu,Base,base1,65,Common,Pokémon,https://www.pricecharting.com/game/pokemon/staryu,https://www.pricecharting.com/search-products?q=Staryu&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-65,https://images.pokemontcg.io/base1/65.png,
Tangela,Base,base1,66,Common,Pokémon,https://www.pricecharting.com/game/pokemon/tangela,https://www.pricecharting.com/search-products?q=Tangela&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-66,https://images.pokemontcg.io/base1/66.png,
Voltorb,Base,base1,67,Common,Pokémon,https://www.pricecharting.com/game/pokemon/voltorb,https://www.pricecharting.com/search-products?q=Voltorb&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-67,https://images.pokemontcg.io/base1/67.png,
Vulpix,Base,base1,68,Common,Pokémon,https://www.pricecharting.com/game/pokemon/vulpix,https://www.pricecharting.com/search-products?q=Vulpix&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-68,https://images.pokemontcg.io/base1/68.png,
Weedle,Base,base1,69,Common,Pokémon,https://www.pricecharting.com/game/pokemon/weedle,https://www.pricecharting.com/search-products?q=Weedle&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-69,https://images.pokemontcg.io/base1/69.png,
Clefairy Doll,Base,base1,70,Rare,Trainer,https://www.pricecharting.com/game/pokemon/clefairy-doll,https://www.pricecharting.com/search-products?q=Clefairy%20Doll&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-70,https://images.pokemontcg.io/base1/70.png,
Computer Search,Base,base1,71,Rare,Trainer,https://www.pricecharting.com/game/pokemon/computer-search,https://www.pricecharting.com/search-products?q=Computer%20Search&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-71,https://images.pokemontcg.io/base1/71.png,
Devolution Spray,Base,base1,72,Rare,Trainer,https://www.pricecharting.com/game/pokemon/devolution-spray,https://www.pricecharting.com/search-products?q=Devolution%20Spray&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-72,https://images.pokemontcg.io/base1/72.png,
Impostor Professor Oak,Base,base1,73,Rare,Trainer,https://www.pricecharting.com/game/pokemon/impostor-professor-oak,https://www.pricecharting.com/search-products?q=Impostor%20Professor%20Oak&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-73,https://images.pokemontcg.io/base1/73.png,
Item Finder,Base,base1,74,Rare,Trainer,https://www.pricecharting.com/game/pokemon/item-finder,https://www.pricecharting.com/search-products?q=Item%20Finder&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-74,https://images.pokemontcg.io/base1/74.png,
Lass,Base,base1,75,Rare,Trainer,https://www.pricecharting.com/game/pokemon/lass,https://www.pricecharting.com/search-products?q=Lass&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-75,https://images.pokemontcg.io/base1/75.png,
Pokémon Breeder,Base,base1,76,Rare,Trainer,https://www.pricecharting.com/game/pokemon/pokmon-breeder,https://www.pricecharting.com/search-products?q=Pok%C3%A9mon%20Breeder&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-76,https://images.pokemontcg.io/base1/76.png,
Pokémon Trader,Base,base1,77,Rare,Trainer,https://www.pricecharting.com/game/pokemon/pokmon-trader,https://www.pricecharting.com/search-products?q=Pok%C3%A9mon%20Trader&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-77,https://images.pokemontcg.io/base1/77.png,
Scoop Up,Base,base1,78,Rare,Trainer,https://www.pricecharting.com/game/pokemon/scoop-up,https://www.pricecharting.com/search-products?q=Scoop%20Up&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-78,https://images.pokemontcg.io/base1/78.png,
Super Energy Removal,Base,base1,79,Rare,Trainer,https://www.pricecharting.com/game/pokemon/super-energy-removal,https://www.pricecharting.com/search-products?q=Super%20Energy%20Removal&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-79,https://images.pokemontcg.io/base1/79.png,
Defender,Base,base1,80,Uncommon,Trainer,https://www.pricecharting.com/game/pokemon/defender,https://www.pricecharting.com/search-products?q=Defender&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-80,https://images.pokemontcg.io/base1/80.png,
Energy Retrieval,Base,base1,81,Uncommon,Trainer,https://www.pricecharting.com/game/pokemon/energy-retrieval,https://www.pricecharting.com/search-products?q=Energy%20Retrieval&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-81,https://images.pokemontcg.io/base1/81.png,
Full Heal,Base,base1,82,Uncommon,Trainer,https://www.pricecharting.com/game/pokemon/full-heal,https://www.pricecharting.com/search-products?q=Full%20Heal&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-82,https://images.pokemontcg.io/base1/82.png,
Maintenance,Base,base1,83,Uncommon,Trainer,https://www.pricecharting.com/game/pokemon/maintenance,https://www.pricecharting.com/search-products?q=Maintenance&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-83,https://images.pokemontcg.io/base1/83.png,
PlusPower,Base,base1,84,Uncommon,Trainer,https://www.pricecharting.com/game/pokemon/pluspower,https://www.pricecharting.com/search-products?q=PlusPower&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-84,https://images.pokemontcg.io/base1/84.png,
Pokémon Center,Base,base1,85,Uncommon,Trainer,https://www.pricecharting.com/game/pokemon/pokmon-center,https://www.pricecharting.com/search-products?q=Pok%C3%A9mon%20Center&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-85,https://images.pokemontcg.io/base1/85.png,
Pokémon Flute,Base,base1,86,Uncommon,Trainer,https://www.pricecharting.com/game/pokemon/pokmon-flute,https://www.pricecharting.com/search-products?q=Pok%C3%A9mon%20Flute&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-86,https://images.pokemontcg.io/base1/86.png,
Pokédex,Base,base1,87,Uncommon,Trainer,https://www.pricecharting.com/game/pokemon/pokdex,https://www.pricecharting.com/search-products?q=Pok%C3%A9dex&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-87,https://images.pokemontcg.io/base1/87.png,
Professor Oak,Base,base1,88,Uncommon,Trainer,https://www.pricecharting.com/game/pokemon/professor-oak,https://www.pricecharting.com/search-products?q=Professor%20Oak&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-88,https://images.pokemontcg.io/base1/88.png,
Revive,Base,base1,89,Uncommon,Trainer,https://www.pricecharting.com/game/pokemon/revive,https://www.pricecharting.com/search-products?q=Revive&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-89,https://images.pokemontcg.io/base1/89.png,
Super Potion,Base,base1,90,Uncommon,Trainer,https://www.pricecharting.com/game/pokemon/super-potion,https://www.pricecharting.com/search-products?q=Super%20Potion&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-90,https://images.pokemontcg.io/base1/90.png,
Bill,Base,base1,91,Common,Trainer,https://www.pricecharting.com/game/pokemon/bill,https://www.pricecharting.com/search-products?q=Bill&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-91,https://images.pokemontcg.io/base1/91.png,
Energy Removal,Base,base1,92,Common,Trainer,https://www.pricecharting.com/game/pokemon/energy-removal,https://www.pricecharting.com/search-products?q=Energy%20Removal&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-92,https://images.pokemontcg.io/base1/92.png,
Gust of Wind,Base,base1,93,Common,Trainer,https://www.pricecharting.com/game/pokemon/gust-of-wind,https://www.pricecharting.com/search-products?q=Gust%20of%20Wind&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-93,https://images.pokemontcg.io/base1/93.png,
Potion,Base,base1,94,Common,Trainer,https://www.pricecharting.com/game/pokemon/potion,https://www.pricecharting.com/search-products?q=Potion&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-94,https://images.pokemontcg.io/base1/94.png,
Switch,Base,base1,95,Common,Trainer,https://www.pricecharting.com/game/pokemon/switch,https://www.pricecharting.com/search-products?q=Switch&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-95,https://images.pokemontcg.io/base1/95.png,
Double Colorless Energy,Base,base1,96,Uncommon,Energy,https://www.pricecharting.com/game/pokemon/double-colorless-energy,https://www.pricecharting.com/search-products?q=Double%20Colorless%20Energy&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-96,https://images.pokemontcg.io/base1/96.png,
Fighting Energy,Base,base1,97,,Energy,https://www.pricecharting.com/game/pokemon/fighting-energy,https://www.pricecharting.com/search-products?q=Fighting%20Energy&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-97,https://images.pokemontcg.io/base1/97.png,
Fire Energy,Base,base1,98,,Energy,https://www.pricecharting.com/game/pokemon/fire-energy,https://www.pricecharting.com/search-products?q=Fire%20Energy&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-98,https://images.pokemontcg.io/base1/98.png,
Grass Energy,Base,base1,99,,Energy,https://www.pricecharting.com/game/pokemon/grass-energy,https://www.pricecharting.com/search-products?q=Grass%20Energy&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-99,https://images.pokemontcg.io/base1/99.png,
Lightning Energy,Base,base1,100,,Energy,https://www.pricecharting.com/game/pokemon/lightning-energy,https://www.pricecharting.com/search-products?q=Lightning%20Energy&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-100,https://images.pokemontcg.io/base1/100.png,
Psychic Energy,Base,base1,101,,Energy,https://www.pricecharting.com/game/pokemon/psychic-energy,https://www.pricecharting.com/search-products?q=Psychic%20Energy&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-101,https://images.pokemontcg.io/base1/101.png,
Water Energy,Base,base1,102,,Energy,https://www.pricecharting.com/game/pokemon/water-energy,https://www.pricecharting.com/search-products?q=Water%20Energy&type=prices,https://prices.pokemontcg.io/tcgplayer/base1-102,https://images.pokemontcg.io/base1/102.png,
Clefable,Jungle,base2,1,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/clefable,https://www.pricecharting.com/search-products?q=Clefable&type=prices,https://prices.pokemontcg.io/tcgplayer/base2-1,https://images.pokemontcg.io/base2/1.png,
Electrode,Jungle,base2,2,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/electrode,https://www.pricecharting.com/search-products?q=Electrode&type=prices,https://prices.pokemontcg.io/tcgplayer/base2-2,https://images.pokemontcg.io/base2/2.png,
Flareon,Jungle,base2,3,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/flareon,https://www.pricecharting.com/search-products?q=Flareon&type=prices,https://prices.pokemontcg.io/tcgplayer/base2-3,https://images.pokemontcg.io/base2/3.png,
Jolteon,Jungle,base2,4,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/jolteon,https://www.pricecharting.com/search-products?q=Jolteon&type=prices,https://prices.pokemontcg.io/tcgplayer/base2-4,https://images.pokemontcg.io/base2/4.png,
Kangaskhan,Jungle,base2,5,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/kangaskhan,https://www.pricecharting.com/search-products?q=Kangaskhan&type=prices,https://prices.pokemontcg.io/tcgplayer/base2-5,https://images.pokemontcg.io/base2/5.png,
Mr. Mime,Jungle,base2,6,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/mr-mime,https://www.pricecharting.com/search-products?q=Mr.%20Mime&type=prices,https://prices.pokemontcg.io/tcgplayer/base2-6,https://images.pokemontcg.io/base2/6.png,
Nidoqueen,Jungle,base2,7,Rare Holo,Pokémon,https://www.pricecharting.com/game/pokemon/nidoqueen,https://www.pricecharting.com/search-products?q=Nidoqueen&type=prices,https://prices.pokemontcg.io/tcgplayer/base2-7,https://images.pokemontcg.io/base2/7.png,
